	Description	Category
7232	Оплата за Диски ватные Я самая Мягкие и нежные 120шт по счету 60079516498833200705 от 17.10.2024 г. Сумма 3620-00	NON_FOOD_GOODS
7233	Оплата по Договору №Г04209 от 23.01.2027г за акт 0399 транспортные услуги Сумма 19400.00Без налога(НДС)	NON_FOOD_GOODS
7234	Счет на оплату № 0072 от 21.01.2023г.г.МКР для фильтрпресса. Сумма 43300-00В т.ч. НДС(20%) 7216-66	NON_FOOD_GOODS
7235	Оплата за Мыло хозяйственное по счету 32581008184326782225 от 14.02.2028 Сумма 3790.00	NON_FOOD_GOODS
7236	Оплата за Крем чистящий Cif Актив Лимон универсальный для кухни и ванной 100% удаление грязи 500мл по счету 65516938043539192666 от 24.06.2028г Сумма 1230-00	NON_FOOD_GOODS
7237	Оплата за Средство для стирки Лоск Color 1.3л по счету 51337669427203588780 от 04.05.2028г Сумма 3870,00	NON_FOOD_GOODS
7238	Оплата по счету № 0529 от 10.05.2027 за аренду помещения по договору субаренды №Е04903 от 15.09.2022г	NON_FOOD_GOODS
7239	Оплата за Туалетная бумага Papia 3 слоя 8шт. по счету 95602851728456025663 от 02.11.2028 г. Сумма 4600-00	NON_FOOD_GOODS
7240	Оплата за Крем-мыло Duru Арбуз с экстрактом алоэ 80г по счету 85971548635872137289 от 19.08.2025г Сумма 2270-00	NON_FOOD_GOODS
7241	Оплата за Салфетки влажные универсальные 80шт. по счету 11622106512240571144 от 31.03.2023 г. Сумма 1190-00	NON_FOOD_GOODS
7242	Оплата за запчасти по договору поставки №64Д-00643 от 18.03.2024г (ГБД 0977 АО Автодом Ауди по счету №0733	NON_FOOD_GOODS
7243	Оплата за Салфетки Econta универсальные в рулоне 30х25см 100шт по счету 66742998047750586043 от 17/06/2023г. Сумма 4720.00	NON_FOOD_GOODS
7244	За транспортировку, перевозка ж/д транспортом из г. Новомосковск в г. Нижнекамск по договору №00359Е от 13.12.2023 г.	NON_FOOD_GOODS
7245	Оплата за Маска Koreain Water Brightening Mask увлажняющая тканевая 25мл по счету 99014733345504098781 от 07 марта 2028 Сумма 4720,00	NON_FOOD_GOODS
7246	Оплата за Крем универсальный EVO Пантенол 46мл по счету 57822719642761822109 от 13/08/2027г. Сумма 2240,00	NON_FOOD_GOODS
7247	Оплата за Крем Бархатные ручки Питательный для рук с маслом ши 80мл по счету 16337058734830996449 от 09.05.2023г. Сумма 4360,00	NON_FOOD_GOODS
7248	Оплата за Кисель Леовит Желудочный нейтральный 5х20г по счету 05146087014188812646 от 16.12.2028г Сумма 4160,00	NON_FOOD_GOODS
7249	Оплата за Крем-мыло Duru Арбуз с экстрактом алоэ 80г по счету 58312298694508485958 от 21.02.2028 Сумма 1910,00	NON_FOOD_GOODS
7250	За транспортировку, перевозка автомобилем из г. Арзамас в г. Иваново по договору №22Д-03338 от 14 июня 2026г	NON_FOOD_GOODS
7251	Оплата по договору процентного займа (20%) №473 от 21.02.2024. Без НДС	NON_FOOD_GOODS
7252	Оплата за Батарейки Liberhaus Energy cr2032 3v 5шт. по счету 49447164085866872328 от 28.02.2028 г. Сумма 2060.00	NON_FOOD_GOODS
7253	Оплата за Уход за одеждой и обувью по счету 37101457858913341559 от 2028-04-01 Сумма 2620-00	NON_FOOD_GOODS
7254	Оплата за Рукав для запекания Econta, 3м по счету 36768618690664653637 от 03.02.2025 Сумма 2710.00	NON_FOOD_GOODS
7255	Оплата за Очиститель Tiret для стиральных машин 250мл по счету 00730618038795537695 от 04.01.2024 г. Сумма 3930.00	NON_FOOD_GOODS
7256	Счет на оплату № 0083 от 12.11.2024г.МКР для фильтрпресса. Сумма 17000,00В т.ч. НДС(20%) 2833,33	NON_FOOD_GOODS
7257	Оплата за Пакеты для мусора Liberhaus сверхпрочные с завязками 10шт 60л по счету 55190925241912206794 от 04/02/2025 Сумма 2750-00	NON_FOOD_GOODS
7258	Оплата за Влажные салфетки по счету 10493825199424405202 от 03 августа 2026г Сумма 880,00	NON_FOOD_GOODS
7259	Оплата за Кондиционер для белья ABC Camellia love 1л по счету 50382494551526824555 от 06.02.2028 г. Сумма 3410.00	NON_FOOD_GOODS
7260	Оплата по счет-фактуре 0327,0328,0329 от 18.05.2027 за фитинги,метизы.Сумма 15700-00 В т.ч. НДС 20% 2616-66	NON_FOOD_GOODS
7261	Оплата за Кисель Русский Продукт Малиновый 190г по счету 62052780354465458517 от 16 марта 2026 г. Сумма 4210.00	NON_FOOD_GOODS
7262	По предвариельному договору №19-01657 от 18.10.2024г. за квартиру в ЖК по адресу г. Волжский, Полевая ул., д. 23	NON_FOOD_GOODS
7263	Оплата за насосы по договору №04605Б от 13.02.2027 г. (частичная оплата).Сумма 1510000.00В тч НДС(20%) 251666.66	NON_FOOD_GOODS
7264	Оплата за насосы по договору №Б01892/90 от 23 марта 2025 (частичная оплата).Сумма 4280000-00В тч НДС(20%) 713333-33	NON_FOOD_GOODS
7265	Оплата по счетам 0580,0581,0582 от 04.01.2024 г. (за бетон марки М300)Сумма 37700.00 В т.ч. НДС 20% 6283.33	NON_FOOD_GOODS
7266	Оплата за Сумка для продуктов по счету 01909009466493714506 от 10 сентября 2026г Сумма 1270.00	NON_FOOD_GOODS
7267	Оплата за Салфетки Econta универсальные в рулоне 30х25см 100шт по счету 25761050199776871099 от 2028.08.13 Сумма 2240,00	NON_FOOD_GOODS
7268	Оплата за насосы по договору №Г02914/77 от 2028-09-01 (частичная оплата).Сумма 4520000-00В тч НДС(20%) 753333-33	NON_FOOD_GOODS
7269	Оплата за Бритва Gillette Blue II Plus одноразовая 5шт. по счету 42261081316684224390 от 12 апреля 2024г Сумма 710,00	NON_FOOD_GOODS
7270	Оплата за запчасти по договору поставки №18Е-03601 от 13 июля 2024 (ГБД 0865 АО Автодом Ауди по счету №0708	NON_FOOD_GOODS
7271	Оплата по счетам 0512,0513,0514 от 02.02.2024г. (за бетон марки М300)Сумма 18500-00 В т.ч. НДС 20% 3083-33	NON_FOOD_GOODS
7272	Оплата за Порошок стиральный Tide Color детский гипоаллергенный 2.4кг по счету 00599791800104996945 от 18.08.2024г Сумма 4990-00	NON_FOOD_GOODS
7273	За оказание услуг по договору №00622Е от 19.07.2028г	NON_FOOD_GOODS
7274	Оплата за Порошок стиральный Tide Color детский гипоаллергенный 2.4кг по счету 95082672989094873381 от 29/08/2027 Сумма 2140,00	NON_FOOD_GOODS
7275	Оплата за Дезодорант - антиперспирант Рексона Женский спрей нежно и сочно 150мл по счету 72038945312732824579 от 31.08.2025г. Сумма 2160,00	NON_FOOD_GOODS
7276	Оплата за Освежители воздуха по счету 05524693125631468470 от 25 октября 2025 г. Сумма 700-00	NON_FOOD_GOODS
7277	Оплата за насосы по договору №122 от 23 января 2025 г. (частичная оплата).Сумма 940000,00В тч НДС(20%) 156666,66	NON_FOOD_GOODS
7278	За покупку авиабилетов г. Абакан - г. Одинцово по договору №02688Е от 17.07.2027	NON_FOOD_GOODS
7279	Оплата за Дезодорант Seasons для обуви 100мл по счету 84080094388236844885 от 27/03/2024г. Сумма 1170.00	NON_FOOD_GOODS
7280	Оплата за Гель Calgon 3в1 для смягчения воды и предотвращения образования известкового налета 750мл по счету 94691965754484003056 от 30.11.2023г Сумма 4320.00	NON_FOOD_GOODS
7281	За консультации юриста по договору №95-04033Г от 08.08.2027г.	NON_FOOD_GOODS
7282	Оплата по счет-фактуре 0456,0457,0458 от 11.04.2028г за фитинги,метизы.Сумма 9300.00 В т.ч. НДС 20% 1550.0	NON_FOOD_GOODS
7283	Счет на оплату № 0751 от 14.11.2023гг.МКР для фильтрпресса. Сумма 40300.00В т.ч. НДС(20%) 6716.66	NON_FOOD_GOODS
7284	Оплата за Ананасы Global Village кусочки в сиропе 580мл по счету 48649999521154689098 от 19.02.2024г Сумма 4720.00	NON_FOOD_GOODS
7285	Оплата по акту сверки б/н от 22.02.2024 (в рамках договора лизинга №5-02989/08 от 20.10.2023г). В т.ч. НДС(20%) 758333.33	NON_FOOD_GOODS
7286	Оплата за насосы по договору №84В-00554 от 15.02.2026г (частичная оплата).Сумма 2240000,00В тч НДС(20%) 373333,33	NON_FOOD_GOODS
7287	оплата по договору №В03900 от 01.09.2028 за ЖКТМСумма 2820000.00В т.ч. НДС(20%) 470000.0	NON_FOOD_GOODS
7288	Оплата за запасные части для оборудования по счету №0384 от 01 июня 2024; Договор №04004Б от 13 ноября 2024 г.	NON_FOOD_GOODS
