description,mislead_category,predicted_category 
Оплата за Коктейль из морепродуктов 3 Fish в масле 150г по счету 33308133729140805245 от 21.11.2027г Сумма 2600-00,SERVICE,FOOD_GOODS
"Обеспечительный платеж за виллу,договор №71Б-04002 от 28.06.2027",SERVICE,REAL_ESTATE
"Счет на оплату № 0219 от 16 августа 2027 г.г.МКР для фильтрпресса. Сумма 8700,00В т.ч. НДС(20%) 1450,0",SERVICE,NON_FOOD_GOODS
Оплата по договору №Е-01812/08 от 18.11.2024. сырье для пвад,SERVICE,NON_FOOD_GOODS
Сумма 1990000-00В т.ч. НДС(20%) 331666-66,SERVICE,NON_FOOD_GOODS
"Оплата по дог.финансовой аренды №1-00300/47 от 06/02/2024г., акт приема-передачи 62 от 31.12.2024 г.. В т.ч. НДС(20%) 381666-66",SERVICE,LEASING
Оплата за Яблоко сезонное по счету 97649594528526016289 от 25.05.2024г. Сумма 1920.00,SERVICE,FOOD_GOODS
"Оплата за Карамель Chupa Chups XXL Trio с жевательной резинкой в ассортименте 29г по счету 55168516158345901119 от 25.11.2024 г. Сумма 1930,00",SERVICE,FOOD_GOODS
"Оплата за Банка Liberhaus для сыпучих продуктов 1.1л по счету 40178370975096383096 от 22.10.2024г. Сумма 1400,00",SERVICE,NON_FOOD_GOODS
Оплата за игристое вино Asti по договору №Г-01491/54 от 21.05.2024г .Сумма 3650000.00 В т.ч. НДС 20% 608333.33,SERVICE,FOOD_GOODS
Оплата за Кофе растворимый Monarch Original натуральный сублимированный 190г по счету 59244709284313339258 от 29.01.2023г Сумма 940.00,SERVICE,FOOD_GOODS
Оплата за Козинаки AgroSputnik Богучарские 250г по счету 61516587046103396573 от 29.08.2023 Сумма 4420.00,SERVICE,FOOD_GOODS
Оплата за Освежитель воздуха Liberhaus Тропический остров 250мл по счету 21700952398765702514 от 18 декабря 2025г Сумма 770.00,SERVICE,NON_FOOD_GOODS
Оплата за Фольга алюминиевая Econta для хранения и упаковки продуктов 10м по счету 56601216222226582870 от 28 октября 2025г Сумма 1460.00,SERVICE,NON_FOOD_GOODS
"Оплата за Коктейль из морепродуктов Fish House в рассоле 300г по счету 62963965733385531387 от 20/10/2026г. Сумма 810,00",SERVICE,FOOD_GOODS
Частичная оплата по счету № 0980 от 2024.11.26 за костюмы ФаворитСумма 16900.00В т.ч. НДС(20%) 2816.66,SERVICE,NON_FOOD_GOODS
"Оплата по счету 0395,0396,0397 от 15/09/2024 (в рамках договора финансовой аренды №03602В от 09.02.2025 г.). В т.ч. НДС(20%) 755000-00",SERVICE,LEASING
"Оплата по договору №50Е-04233 от 05.03.2026г., счету 0658 от 05.03.2026г. за 'Дымовские колбасы'.Сумма 4740000-00 В т.ч. НДС 20% 790000-00",SERVICE,FOOD_GOODS
"Оплата по договору 93.409211-ДВ от 01.05.2023, за сырьё для пищевой промышленности в т.ч. НДС 20% 205000-00",SERVICE,FOOD_GOODS
Оплата по счету 0603 от 18.01.2025 г. за Red Bull. Сумма 37400-00 без учета НДС,SERVICE,FOOD_GOODS
"Оплата за Ананасы Global Village кольца 580г по счету 43162927982732420217 от 15.09.2025г. Сумма 1660,00",SERVICE,FOOD_GOODS
Оплата по сч. 0357 от 02.01.2028г. за абхазсие мандарины. Сумма 33100-00 В т.ч. НДС 20% - 5516-66,SERVICE,FOOD_GOODS
{А177137}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 14372401082376230550,SERVICE,BANK_SERVICE
"Оплата по дог.финансовой аренды №74-04916 от 09 октября 2025г, акт приема-передачи 290 от 02.12.2024. В т.ч. НДС(20%) 691666.66",SERVICE,LEASING
"Оплата по дог.финансовой аренды №73В-02259 от 2025-05-15, акт приема-передачи 145 от 15.09.2024 г.. В т.ч. НДС(20%) 613333.33",SERVICE,LEASING
Окончательный расчет по акту приема-передачи №0415 от 27.11.2024г. (договор лиизнга №73-01067Б от 08.10.2025). В т.ч. НДС(20%) 750000.0,SERVICE,LEASING
"Оплата за Освежитель воздуха Liberhaus Ягодный взрыв 300мл по счету 04348267020334895795 от 11 апреля 2023 Сумма 3450,00",SERVICE,NON_FOOD_GOODS
Оплата за Консервы из рыбы и морепродуктов по счету 18582336596261654718 от 05.05.2024 Сумма 1690-00,SERVICE,FOOD_GOODS
Оплата за Приправа Красная цена для курицы 15 г по счету 05969066406051614222 от 14.11.2023г Сумма 4380.00,SERVICE,FOOD_GOODS
"Оплата по договору №1-01901/03 от 06 мая 2025, за сырьё для пищевой промышленности в т.ч. НДС 20% 125000-00",SERVICE,FOOD_GOODS
НДС от Комиссия АКБ 'Первый банк' (АО) за выполнение функции агента валютного контроля за з/п № 631 от 26 апреля 2024 г.,SERVICE,BANK_SERVICE
Оплата за Станок Endeavor для бритья женский одноразовый 2 лезвия 5шт. по счету 43531065329158948254 от 21.08.2028 Сумма 1290.00,SERVICE,NON_FOOD_GOODS
Оплата по Счету 0058 от 12 июля 2024 г. за банковские сборы Сумма 3530.00 Без налога (НДС),SERVICE,BANK_SERVICE
Оплата по счету 0091 от 03.04.2023 за Red Bull. Сумма 42100.00 без учета НДС,SERVICE,FOOD_GOODS
Оплата за Крабовые палочки Fish House Снежный краб имитация охлажденные 200г по счету 89381978105514837168 от 06.04.2023 Сумма 4800.00,SERVICE,FOOD_GOODS
Оплата за Газета АНТЕННА мини А4 по счету 04630146727630059500 от 02 февраля 2023 г. Сумма 4900-00,SERVICE,NON_FOOD_GOODS
"Оплата по счету 0648,0649,0650 от 02.03.2024г (в рамках договора финансовой аренды №Г02352/55 от 27 июля 2023г). В т.ч. НДС(20%) 735000.0",SERVICE,LEASING
"Оплата по счету 0375 от 04.03.2023 г. за Red Bull. Сумма 18400,00 без учета НДС",SERVICE,FOOD_GOODS
"Оплата за Эскимо Магнат Шоколадный трюфель сливочное с наполнителем-бисквитами в шоколаде 8% БЗМЖ 72г по счету 59350702094462296758 от 25.06.2025 г. Сумма 3320,00",SERVICE,FOOD_GOODS
Оплата за Эскимо Магнат Шоколадный трюфель сливочное с наполнителем-бисквитами в шоколаде 8% БЗМЖ 72г по счету 12801399810954721004 от 24.08.2028г. Сумма 4760-00,SERVICE,FOOD_GOODS
Оплата за Сухари Рестория панировочные 150г по счету 70737096298387897524 от 09.04.2025 г. Сумма 4310.00,SERVICE,FOOD_GOODS
Оплата за Средство Mr. Muscle Утренняя роса для стекол и поверхностей 530мл по счету 93015758213401740022 от 04.08.2025 г. Сумма 960.00,SERVICE,NON_FOOD_GOODS
Оплата за Ролик Econta для чистки одежды в ассортименте по счету 57852015622221659431 от 27.09.2028г. Сумма 1130-00,SERVICE,NON_FOOD_GOODS
"Обеспечительный платеж за виллу,договор 34.368678-ДА от 2028-08-27",SERVICE,REAL_ESTATE
Оплата за Антиперспирант Nivea Эффект пудры женский спрей 150мл по счету 48387807547361361171 от 01/06/2025 Сумма 640.00,SERVICE,NON_FOOD_GOODS
"Оплата за Сумка Арт и Дизайн текстильная дизайн в ассортименте по счету 82118683904187730954 от 27.01.2023 Сумма 3830,00",SERVICE,NON_FOOD_GOODS
Оплата по сч. 0518 от 01/05/2023г. за абхазсие мандарины. Сумма 35700-00 В т.ч. НДС 20% - 5950-00,SERVICE,FOOD_GOODS
"Оплата за Огурцы Global Village корнишоны маринованные 720мл по счету 14632163311252510121 от 14.01.2027 Сумма 3370,00",SERVICE,FOOD_GOODS
Оплата за Мыло по счету 98146228723606776395 от 27 августа 2025 Сумма 3340-00,SERVICE,NON_FOOD_GOODS
"Частичная оплата по счету № 0953 от 03 января 2026 г. за костюмы ФаворитСумма 6300,00В т.ч. НДС(20%) 1050,0",SERVICE,NON_FOOD_GOODS
"Оплата за Леденцы Бон Пари Фруктовый Микс 75г по счету 14773880285661285905 от 18 июля 2023г Сумма 4570,00",SERVICE,FOOD_GOODS
"Оплата по договору №00355Г от 16 сентября 2027, за сырьё для пищевой промышленности в т.ч. НДС 20% 443333-33",SERVICE,FOOD_GOODS
"Оплата за Чевапчичи Мираторг из говядины охлажденные 300г по счету 84321549768381799400 от 30.12.2028 г. Сумма 3510,00",SERVICE,FOOD_GOODS
"Оплата по договору №34-00142В от 09.11.2023г, за сырьё для пищевой промышленности в т.ч. НДС 20% 240000.0",SERVICE,FOOD_GOODS
"Оплата по сч. 0836 от 03/04/2027г. за абхазсие мандарины. Сумма 19000,00 В т.ч. НДС 20% - 3166,66",SERVICE,FOOD_GOODS
"По предвариельному договору №Б-02658/52 от 17.10.2028 за квартиру в ЖК по адресу г. Петрозаводск, Речная ул., д. 2",SERVICE,REAL_ESTATE
Оплата за Зефир Шарлиз бело-розовый 180г по счету 58421190631149077261 от 19 января 2025 г. Сумма 4420-00,SERVICE,FOOD_GOODS
"НДС от Комиссия АКБ ""Первый банк"" (АО) за выполнение функции агента валютного контроля за з/п № 564 от 18.06.2024г.",SERVICE,BANK_SERVICE
Оплата по Счету 0398 от 08.11.2027 за банковские сборы Сумма 2070-00 Без налога (НДС),SERVICE,BANK_SERVICE
