Date	Amount	Description	Category
07.11.2024	4100000-00	Паевой взнос в жилищно-строительный кооператив с целью приобретения права собственности на жилое помещение по адресу г. Ноябрьск, Полесская ул., д. 12	SERVICE
07.11.2024	32500-00	Оплата по товарой накладной за 100 штук пачек кофе Lavaza по счету 0685 от 06.05.2025г .Сумма 32500-00 В т.ч. НДС 20% 5416-66	REAL_ESTATE
07.11.2024	3790000.00	оплата по счёту № 0601 от 11 декабря 2024 г. за транспортные услугиСумма 3790000.00В т.ч. НДС(20%) 631666.66	FOOD_GOODS
07.11.2024	4600000.00	Оплата по договору лизинга №Д03383 от 2025.04.25, акт приема-передачи 0880 от 2024-08-12. В т.ч. НДС(20%) 766666.66	BANK_SERVICE
07.11.2024	229000000.00	Возврат денежных средств по договору займа №323 от 31.03.2024г.. Без НДС	NOT_CLASSIFIED
07.11.2024	471000000.00	Предоставление денежных средств по договору займа 57.433669-ДВ от 26/02/2023г.. Без НДС	REAL_ESTATE
07.11.2024	395000000-00	Предоставление денежных средств по договору займа №Е-02915/05 от 14 февраля 2023г. Без НДС	FOOD_GOODS
07.11.2024	850000-00	Оплата за игристое вино Asti по догвоору №46-01676Д от 02/11/2028 .Сумма 850000-00 В т.ч. НДС 20% 141666-66	BANK_SERVICE
07.11.2024	2340.00	Оплата за Маршмеллоу Конфитрейд сахаристые с ароматом фруктов в наборе с подарком 7г по счету 66435017763168202781 от 09 марта 2023г Сумма 2340.00	LOAN
07.11.2024	3680000-00	Оплата по договору №А-02213/35 от 26/04/2027, за сырьё для пищевой промышленности в т.ч. НДС 20% 613333-33	FOOD_GOODS
07.11.2024	810,00	Оплата за Специи для напитков по счету 96617482446312825172 от 29.06.2025 г. Сумма 810,00	FOOD_GOODS
07.11.2024	4420.00	Оплата за Козинаки AgroSputnik Богучарские 250г по счету 61516587046103396573 от 29.08.2023 Сумма 4420.00	SERVICE
07.11.2024	740000-00	оплата по счёту № 0141 от 20 мая 2023г за транспортные услугиСумма 740000-00В т.ч. НДС(20%) 123333-33	TAX
07.11.2024	750.00	Оплата государственной пошлины	SERVICE
07.11.2024	1060-00	За гостиницу (Россия, г. Вологда)	LEASING
07.11.2024	4070000-00	Оплата по акту сверки б/н от 24.04.2024 (в рамках договора лизинга №Д03782/20 от 30.07.2024г.). В т.ч. НДС(20%) 678333-33	LOAN
07.11.2024	1760000,00	Оплата по договору процентного займа (20%) №9-01301/73 от 22/08/2023. Без НДС	FOOD_GOODS
07.11.2024	650,00	Оплата минеральной питьевой воды по счету 04547714388818527170 от 30/07/2023 Сумма 650,00 без учета НДС	SERVICE
07.11.2024	44600-00	За доставку грузовым транспортом из г. Киров в г. Новочебоксарск по договору №01347Г от 15/01/2028г.	SERVICE
07.11.2024	15600,00	Оплата за консультирование в сфере информационных технологий по договору №Е00609/40 от 24.05.2023 г.	FOOD_GOODS
07.11.2024	22700,00	Оплата по счету 0981 от 31.03.2026 г. за Red Bull. Сумма 22700,00 без учета НДС	NON_FOOD_GOODS
07.11.2024	3270-00	Перевод средств на собственный счет	NOT_CLASSIFIED
07.11.2024	1810000.00	Оплата по счету 0559,0560,0561 от 30.12.2024 (в рамках договора финансовой аренды №33Г-03148 от 18.09.2025). В т.ч. НДС(20%) 301666.66	LEASING
07.11.2024	4330,00	Оплата процентов за период с 17.02.2026г по 09.12.2026 по Договору №Д00590/14 от 2027.06.04	LOAN
07.11.2024	175000000.00	Возврат денежных средств по договору займа №014 от 2024-03-31. Без НДС	LOAN
07.11.2024	780.00	Оплата за Конфеты Красный Октябрь Мишка косолапый 200г по счету 75545517680118797870 от 22.07.2023 г. Сумма 780.00	FOOD_GOODS
07.11.2024	4680.00	Комиссия за срочные платежи в валюте Российской Федерации на счета в другие кредитные организации	BANK_SERVICE
07.11.2024	4470.00	Оплата за Жидкость моющая Mr.Proper Лимон для полов и стен 500мл по счету 19655217169578301577 от 2027-06-18 Сумма 4470.00	NON_FOOD_GOODS
07.11.2024	16100,00	Оплата обучения по договору №Г-00229/86 от 03.01.2024г	SERVICE
07.11.2024	1030-00	Оплата коммунальных услуг	SERVICE
07.11.2024	2830.00	Оплата за Зубная паста Aquafresh Total Care 3 освежающая мята 100мл по счету 45946884076406107648 от 27.06.2025 г. Сумма 2830.00	NON_FOOD_GOODS
07.11.2024	274000000-00	Оплата по догвору купли-продажи №225 от 22/02/2027 за виллу №07 по адресу г. Норильск, Интернациональная ул., д. 15	REAL_ESTATE
07.11.2024	400000000.00	Возврат денежных средств по договору займа №03974Б от 12.10.2024г. Без НДС	LOAN
07.11.2024	1780-00	Оплата за Весы Liberhaus C001L-524G кухонные по счету 70667710681313810292 от 21.04.2028г. Сумма 1780-00	NON_FOOD_GOODS
07.11.2024	1310.00	Оплата за Конфеты Акконд Отломи по счету 28641263827708277421 от 2023.08.03 Сумма 1310.00	FOOD_GOODS
07.11.2024	35100,00	"Оплата по товарной накладной 0397 от 30 июля 2028г за конфеты ""Алёнка"".Сумма 35100,00 В т.ч. НДС 20% 5850,0"	FOOD_GOODS
07.11.2024	47600,00	За транспортировку, перевозка грузовым транспортом из г. Камышин в г. Магнитогорск по договору №04-00634А от 2023-07-29	SERVICE
07.11.2024	50000-00	Оплата дог №16-03731Б от за 06/24г.согл.сч 0208 от 25.06.24г.,счет-фактура 0733 от 26.06.2024г.	NOT_CLASSIFIED
07.11.2024	2120000,00	Оплата по дог.финансовой аренды №86-01909Г от 24.01.2023 г., акт приема-передачи 902 от 12 ноября 2024. В т.ч. НДС(20%) 353333,33	LEASING
07.11.2024	32000-00	Оплата обучения по договору №40-01298 от 19.11.2024 г.	SERVICE
07.11.2024	4640.00	Оплата за Вафли Шарлиз Голландские с карамельной начинкой 290г по счету 33713683232810949450 от 27.02.2027 Сумма 4640.00	FOOD_GOODS
07.11.2024	4130000-00	Оплата по договору процентного займа (20%) №456 от 27.02.2023г.. Без НДС	LOAN
07.11.2024	1780.00	Оплата за Конфеты Raffaello Миндаль и кокос 150г по счету 80548819933397438673 от 25 сентября 2026 Сумма 1780.00	FOOD_GOODS
07.11.2024	2840.00	Консульский сбор	TAX
07.11.2024	4700-00	Оплата за Сельдь Матиас Оригинал филе в масле 250г по счету 68845898003000039879 от 18.02.2027 Сумма 4700-00	FOOD_GOODS
07.11.2024	4940000-00	Оплата по договору №Г03195/38 от 25.02.2027г., за сырьё для пищевой промышленности в т.ч. НДС 20% 823333-33	FOOD_GOODS
07.11.2024	3200000.00	ПРЕДОПЛАТА ПО ДОГ. №89-03229А за Раствор водный натриевых солей (поли)акриловой кислотыСумма 3200000.00 в т.ч.НДС  533333.33	FOOD_GOODS
07.11.2024	3240-00	гос.услуга	NON_FOOD_GOODS
07.11.2024	580000-00	Обеспечительный платеж за виллу,договор №А02743 от 08.10.2024 г.	FOOD_GOODS
07.11.2024	4050,00	Оплата за Кофе в капсулах по счету 89882882770395549647 от 2026-05-04 Сумма 4050,00	FOOD_GOODS
07.11.2024	3080000,00	"Оплата по договору №00154Е от 15.04.2028, счету 0048 от 15.04.2028 за ""Дымовские колбасы"".Сумма 3080000,00 В т.ч. НДС 20% 513333,33"	SERVICE
07.11.2024	810-00	Оплата за Дыня Пьель Де Сапо по счету 75784210359389281269 от 01/06/2026г. Сумма 810-00	FOOD_GOODS
